"Latitude (decimal degrees):	53.434",,,,,,
"Longitude (decimal degrees):	-9.060",,,,,,
"Elevation (m):	18",,,,,,
"Radiation database:	PVGIS-SARAH3",,,,,,
,,,,,,
,,,,,,
Slope: 30 deg. ,,,,,,
Azimuth: 0 deg. ,,,,,,
"Nominal power of the PV system (c-Si) (kWp):	7.9",,,,,,
"System losses (%):	14.0",,,,,,
time,P,G(i),H_sun,T2m,WS10m,Int
20240904:2011,0,0,0,16.26,4.76,0
20240904:2111,0,0,0,15.94,4.76,0
20240904:2211,0,0,0,15.7,4.62,0
20240904:2311,0,0,0,15.1,4,0
20240905:0011,0,0,0,14.22,2.62,0
20240905:0111,0,0,0,13.53,2.14,0
20240905:0211,0,0,0,13.25,4.62,0
20240905:0311,0,0,0,12.85,4.55,0
20240905:0411,0,0,0,12.23,3.66,0
20240905:0511,0,0,0,11.46,3.38,0
20240905:0611,1.98,6.34,2.05,11.02,3.17,0
20240905:0711,688.01,137.54,10.96,12.06,3.24,0
20240905:0811,2091.91,330.75,19.76,13.06,3.52,0
20240905:0911,3161.66,480.95,28,14.42,4.69,0
20240905:1011,4393.14,667.92,35.14,15.86,5.72,0
20240905:1111,3123.65,478.06,40.47,17.35,7.45,0
20240905:1211,3653.81,559.9,43.22,18.54,8.07,0
20240905:1311,999.82,168.38,42.88,19.19,7.79,0
20240905:1411,1953.39,308.85,39.51,19.05,7.24,0
20240905:1511,1801.72,285.62,33.73,18.48,6.69,0
20240905:1611,649.76,115.41,26.31,17.83,6.55,0
20240905:1711,1254.37,207.95,17.9,16.61,6.28,0
20240905:1811,23.76,12.3,9.04,15.83,5.66,0
20240905:1911,0,0,0,16.26,5.72,0
20240905:2011,0,0,0,16.11,6,0
20240905:2111,0,0,0,15.86,5.86,0
20240905:2211,0,0,0,15.55,5.72,0
20240905:2311,0,0,0,15.3,5.52,0
20240906:0011,0,0,0,15.22,5.52,0
20240906:0111,0,0,0,15.17,5.45,0
20240906:0211,0,0,0,15.03,5.38,0
20240906:0311,0,0,0,14.89,5.38,0
20240906:0411,0,0,0,14.72,5.31,0
20240906:0511,0,0,0,14.52,5.1,0
20240906:0611,0,2.72,1.8,14.48,5.03,0
20240906:0711,0,0,0,15,5.17,0
20240906:0811,1916.96,305.88,19.51,15.26,4.76,0
20240906:0911,2353.27,363.44,27.73,15.53,4.62,0
20240906:1011,3431.18,523.44,34.84,15.57,4.76,0
20240906:1111,1419.03,227.6,40.13,15.37,4.62,0
20240906:1211,2237.48,347.06,42.85,15.04,4.41,0
20240906:1311,1262.13,204.94,42.5,15.32,3.86,0
20240906:1411,4015.92,617.12,39.13,15.37,3.66,0
20240906:1511,2223.62,346.06,33.36,15.6,3.38,0
20240906:1611,1832.77,289.14,25.94,16.02,3.45,0
20240906:1711,1415.86,234.26,17.55,16.19,3.66,0
20240906:1811,372.48,82.37,8.69,15.66,3.31,0
20240906:1911,0,0,0,15.29,2.55,0
20240906:2011,0,0,0,14.61,2.69,0
20240906:2111,0,0,0,14.15,2.69,0
20240906:2211,0,0,0,13.81,2.69,0
20240906:2311,0,0,0,13.37,2.69,0
20240907:0011,0,0,0,12.87,2.62,0
20240907:0111,0,0,0,12.46,2.55,0
20240907:0211,0,0,0,12.24,2.62,0
20240907:0311,0,0,0,12.15,2.62,0
20240907:0411,0,0,0,12.28,2.62,0
20240907:0511,0,0,0,12.52,2.62,0
20240907:0611,0,3.62,1.56,12.67,2.69,0
20240907:0711,193.49,43.52,10.47,13.61,2.41,0
20240907:0811,1492.84,241.52,19.25,14.5,2.69,0
20240907:0911,914.13,153.94,27.46,15.48,2.9,0
20240907:1011,1049.16,174.64,34.54,16.47,3.17,0
20240907:1111,2996.53,465.8,39.8,17.08,3.24,0
20240907:1211,761.03,132.44,42.49,17.57,3.03,0
20240907:1311,2437.93,383.8,42.12,18.19,3.17,0
20240907:1411,1819.14,290.84,38.75,18.49,3.38,0
20240907:1511,931.39,158.55,32.99,18.67,3.52,0
20240907:1611,2350.26,367.5,25.58,16.81,3.31,0
20240907:1711,658.47,116.89,17.19,16.23,2.9,0
20240907:1811,260.41,57.83,8.34,16.09,2.83,0
20240907:1911,0,0,0,15.62,2.48,0
20240907:2011,0,0,0,14.92,2.69,0
20240907:2111,0,0,0,14.6,2.76,0
20240907:2211,0,0,0,14.16,2.83,0
20240907:2311,0,0,0,13.75,2.76,0
20240908:0011,0,0,0,13.34,2.76,0
20240908:0111,0,0,0,13.34,2.83,0
20240908:0211,0,0,0,13.4,2.9,0
20240908:0311,0,0,0,13.28,2.97,0
20240908:0411,0,0,0,13.36,2.76,0
20240908:0511,0,0,0,13.39,2.62,0
20240908:0611,0,0,0,13.32,2.76,0
20240908:0711,350.06,70.65,10.22,13.43,3.31,0
20240908:0811,944.94,158.38,19,14.12,2.97,0
20240908:0911,1360.5,218.72,27.19,15.42,4.28,0
20240908:1011,2269.95,353.7,34.24,16.54,3.93,0
20240908:1111,4364.71,680.6,39.46,17.68,3.52,0
20240908:1211,1579.88,255.25,42.12,18.34,3.38,0
20240908:1311,2202.24,349.13,41.73,18.8,3.24,0
20240908:1411,4757.54,754.85,38.37,19.21,2.83,0
20240908:1511,3788.14,596.51,32.62,19.59,2.76,0
20240908:1611,1760.93,283.07,25.22,18.91,2.55,0
20240908:1711,172.66,40.68,16.83,17.84,3.1,0
20240908:1811,8.79,8.51,7.98,17.23,2.41,0
20240908:1911,0,0,0,16.39,2.07,0
20240908:2011,0,0,0,15.65,2.28,0
20240908:2111,0,0,0,14.93,2.55,0
20240908:2211,0,0,0,14.37,2.48,0
20240908:2311,0,0,0,13.92,2.41,0
20240909:0011,0,0,0,13.58,2.41,0
20240909:0111,0,0,0,13.64,2.55,0
20240909:0211,0,0,0,13.64,2.62,0
20240909:0311,0,0,0,13.77,2.55,0
20240909:0411,0,0,0,13.78,2.41,0
20240909:0511,0,0,0,13.94,2.55,0
20240909:0611,0,0,0,14.04,2.69,0
20240909:0711,614.99,126.75,9.97,14.61,3.17,0
20240909:0811,922.05,155.38,18.74,14.99,3.66,0
20240909:0911,655.22,115.41,26.91,15.53,3.66,0
20240909:1011,1151.57,189.15,33.94,16.03,3.79,0
20240909:1111,2597.44,403.16,39.13,16.65,3.93,0
20240909:1211,1388.14,226.14,41.76,18.27,4.28,0
20240909:1311,844.75,145.68,41.35,18.91,3.72,0
20240909:1411,630.91,113.52,37.98,19.21,3.45,0
20240909:1511,3665.69,574.18,32.24,19.2,3.1,0
20240909:1611,2756.71,435.1,24.85,19.26,2.9,0
20240909:1711,1478.58,249.94,16.47,18.94,2.48,0
20240909:1811,284.64,66.11,7.63,18.28,2.14,0
20240909:1911,0,0,0,16.99,2.48,0
20240909:2011,0,0,0,16.11,2.41,0
20240909:2111,0,0,0,15.48,2.21,0
20240909:2211,0,0,0,14.89,1.93,0
20240909:2311,0,0,0,14.27,1.59,0
20240910:0011,0,0,0,13.58,1.52,0
20240910:0111,0,0,0,12.94,1.38,0
20240910:0211,0,0,0,12.53,1.45,0
20240910:0311,0,0,0,12.28,1.72,0
20240910:0411,0,0,0,12.04,1.59,0
20240910:0511,0,0,0,11.77,1.45,0
20240910:0611,0,0,0,11.31,1.66,0
20240910:0711,601.13,122.53,9.73,11.5,1.59,0
20240910:0811,1930.98,309.55,18.48,13.43,1.59,0
20240910:0911,3281.02,509.55,26.64,14.97,1.72,0
20240910:1011,1577.82,253.15,33.63,16.67,2.55,0
20240910:1111,899.87,153.25,38.79,17.54,2.97,0
20240910:1211,1009.56,170.28,41.39,18.4,3.03,0
20240910:1311,2269.71,359.87,40.96,18.82,2.83,0
20240910:1411,3668.39,577.91,37.6,19.32,2.69,0
20240910:1511,3430.94,540.41,31.86,19.45,2.48,0
20240910:1611,1483.18,242.21,24.48,19.38,2.21,0
20240910:1711,755.09,134.06,16.11,19.21,2,0
20240910:1811,191.11,45.66,7.27,18.74,1.93,0
20240910:1911,0,0,0,17.56,2.07,0
20240910:2011,0,0,0,16.87,2.07,0
20240910:2111,0,0,0,16.35,2.14,0
20240910:2211,0,0,0,15.71,2.34,0
20240910:2311,0,0,0,15.08,2.28,0
20240911:0011,0,0,0,14.65,2.28,0
20240911:0111,0,0,0,14.21,2.48,0
20240911:0211,0,0,0,13.72,2.41,0
20240911:0311,0,0,0,13.43,2.41,0
20240911:0411,0,0,0,13.32,2.55,0
20240911:0511,0,0,0,13.25,2.62,0
20240911:0611,0,0,0,13.22,2.76,0
20240911:0711,32.47,14.19,9.48,13.58,2.69,0
20240911:0811,479.87,88.48,18.23,13.91,2.83,0
20240911:0911,526.13,95.54,26.36,14.34,3.24,0
20240911:1011,689.59,120.14,33.33,14.63,3.31,0
20240911:1111,588.06,105,38.45,14.74,3.45,0
20240911:1211,382.14,73.79,41.01,14.93,3.1,0
20240911:1311,661.64,116.36,40.57,15.36,3.1,0
20240911:1411,1638.25,261.88,37.21,16.03,2.21,0
20240911:1511,1351.07,219.77,31.48,16.83,2.41,0
20240911:1611,542.6,99.33,24.11,17.44,2.9,0
20240911:1711,178.36,41.62,15.75,17.59,2.41,0
20240911:1811,63.28,20.81,6.91,17.27,1.86,0
20240911:1911,0,0,0,16.97,1.31,0
20240911:2011,0,0,0,16.59,1.17,0
20240911:2111,0,0,0,16.21,1.03,0
20240911:2211,0,0,0,15.94,0.9,0
20240911:2311,0,0,0,15.69,0.69,0
20240912:0011,0,0,0,15.45,0.48,0
20240912:0111,0,0,0,15.31,0.41,0
20240912:0211,0,0,0,15.12,0.55,0
20240912:0311,0,0,0,15.13,0.9,0
20240912:0411,0,0,0,15.1,0.97,0
20240912:0511,0,0,0,15.01,1.03,0
20240912:0611,0,0,0,14.91,1.24,0
20240912:0711,12.51,9.46,9.23,14.99,2,0
20240912:0811,164.02,38.79,17.96,14.92,2.41,0
20240912:0911,400.2,76.62,26.08,14.94,2.41,0
20240912:1011,1115.61,183.58,33.02,15.27,2.83,0
20240912:1111,1819.38,287.27,38.1,15.48,2.97,0
20240912:1211,2864.03,443.67,40.64,16.15,3.31,0
20240912:1311,2486.33,387.72,40.18,16.84,3.52,0
20240912:1411,2542.87,395.99,36.82,17.14,3.66,0
20240912:1511,3480.52,537.55,31.1,17.26,3.72,0
20240912:1611,3170.22,492.76,23.74,16.99,3.59,0
20240912:1711,1564.68,262.72,15.39,16.54,3.59,0
20240912:1811,246.95,61.78,6.55,15.82,3.45,0
20240912:1911,0,0,0,14.58,3.72,0
20240912:2011,0,0,0,13.55,3.52,0
20240912:2111,0,0,0,12.83,2.69,0
20240912:2211,0,0,0,12.03,2.21,0
20240912:2311,0,0,0,11.34,2.41,0
20240913:0011,0,0,0,10.99,2.34,0
20240913:0111,0,0,0,10.6,2.28,0
20240913:0211,0,0,0,10.32,2.34,0
20240913:0311,0,0,0,10.21,2.55,0
20240913:0411,0,0,0,10.21,2.62,0
20240913:0511,0,0,0,10.24,2.62,0
20240913:0611,0,0,0,10.13,2.48,0
20240913:0711,360.91,73.22,8.97,10.54,2.34,0
20240913:0811,948.18,157.76,17.7,11.9,2.28,0
20240913:0911,1378.87,219.78,25.8,13.44,3.52,0
20240913:1011,1247.88,202.04,32.71,14.49,3.52,0
20240913:1111,2027.36,317.04,37.76,15.09,3.31,0
20240913:1211,2626.35,406.74,40.27,15.6,3.45,0
20240913:1311,4718.42,734.38,39.79,16.36,3.45,0
20240913:1411,5352.26,839.03,36.42,16.81,3.45,0
20240913:1511,4483.51,697.15,30.71,17.07,3.31,0
20240913:1611,3359.58,523.92,23.37,16.97,3.17,0
20240913:1711,1706.92,287.14,15.02,16.48,3.03,0
20240913:1811,246.95,63.65,6.19,15.59,2.69,0
20240913:1911,0,0,0,14.07,2.83,0
20240913:2011,0,0,0,12.8,2.55,0
20240913:2111,0,0,0,11.88,2.41,0
20240913:2211,0,0,0,11.2,2.48,0
20240913:2311,0,0,0,10.75,2.41,0
20240914:0011,0,0,0,10.53,2.34,0
20240914:0111,0,0,0,10.21,2.28,0
20240914:0211,0,0,0,10.18,2.07,0
20240914:0311,0,0,0,10.11,1.86,0
20240914:0411,0,0,0,10.1,1.86,0
20240914:0511,0,0,0,10.16,2.07,0
20240914:0611,0,0,0,10.48,2.07,0
20240914:0711,184.54,41.97,8.72,11.14,2.21,0
20240914:0811,442.89,82.3,17.44,12.13,1.86,0
20240914:0911,1188.55,192.02,25.51,13.12,3.38,0
20240914:1011,1910.38,297.48,32.39,13.96,3.59,0
20240914:1111,2734.06,419.67,37.41,14.39,3.59,0
20240914:1211,2172.69,338.56,39.89,15.16,3.45,0
20240914:1311,4797.86,744.1,39.4,15.83,3.59,0
20240914:1411,2819.68,435.3,36.03,16.08,3.72,0
20240914:1511,1733.29,274.37,30.33,16.31,3.72,0
20240914:1611,1295.71,210.23,22.99,16.06,3.59,0
20240914:1711,899.71,155.16,14.66,15.64,3.38,0
20240914:1811,88.94,25.54,5.83,15.16,2.83,0
20240914:1911,0,0,0,14.34,2.97,0
20240914:2011,0,0,0,13.78,2.83,0
20240914:2111,0,0,0,13.18,2.48,0
20240914:2211,0,0,0,12.79,2.21,0
20240914:2311,0,0,0,12.28,2.07,0
20240915:0011,0,0,0,11.92,2,0
20240915:0111,0,0,0,11.7,1.93,0
20240915:0211,0,0,0,11.78,2,0
20240915:0311,0,0,0,11.37,2.14,0
20240915:0411,0,0,0,11.28,2.07,0
20240915:0511,0,0,0,11.35,2.07,0
20240915:0611,0,0,0,11.17,2,0
20240915:0711,225.56,49.44,8.47,11.6,1.93,0
20240915:0811,183.11,41.62,17.18,12.53,1.79,0
20240915:0911,1318.6,211.18,25.23,13.32,2.9,0
20240915:1011,2546.28,390.92,32.08,13.96,3.17,0
20240915:1111,2601.48,401.03,37.07,14.69,3.24,0
20240915:1211,828.67,140.95,39.51,14.87,3.1,0
20240915:1311,2072.98,324.22,39.01,15.33,3.24,0
20240915:1411,2213.96,344.45,35.64,15.32,3.31,0
20240915:1511,1715.23,270.98,29.94,15.44,3.24,0
20240915:1611,1890.98,297.15,22.62,15.21,3.17,0
20240915:1711,1037.92,177.23,14.29,14.94,2.83,0
20240915:1811,98.84,28.36,5.46,14.48,2.55,0
20240915:1911,0,0,0,13.34,2.76,0
20240915:2011,0,0,0,12.68,2.48,0
20240915:2111,0,0,0,12.01,2.34,0
20240915:2211,0,0,0,11.19,2.14,0
20240915:2311,0,0,0,10.83,1.93,0
20240916:0011,0,0,0,10.4,2,0
20240916:0111,0,0,0,9.98,1.93,0
20240916:0211,0,0,0,9.51,1.93,0
20240916:0311,0,0,0,9.09,1.93,0
20240916:0411,0,0,0,8.81,1.86,0
20240916:0511,0,0,0,8.34,1.86,0
20240916:0611,0,0,0,7.99,1.86,0
20240916:0711,549.41,113.86,8.21,7.99,1.72,0
20240916:0811,1252.55,202.41,16.91,9.95,1.31,0
20240916:0911,1959.33,303.99,24.94,11.95,1.66,0
20240916:1011,3936.56,604.19,31.77,13.19,2.21,0
20240916:1111,2895.95,444.72,36.72,14.27,3.03,0
20240916:1211,4679.93,726.52,39.14,14.77,2.83,0
20240916:1311,1536.08,245.43,38.61,15.18,2.97,0
20240916:1411,4487.47,694.39,35.24,15.16,2.97,0
20240916:1511,1862.63,292.66,29.56,15.19,2.83,0
20240916:1611,2407.6,374.62,22.24,14.97,2.76,0
20240916:1711,1643.24,277.5,13.92,14.53,2.21,0
20240916:1811,157.45,47.1,5.1,13.84,1.86,0
20240916:1911,0,0,0,12.56,2.21,0
20240916:2011,0,0,0,11.63,2.21,0
20240916:2111,0,0,0,10.88,2.28,0
20240916:2211,0,0,0,10.31,2.14,0
20240916:2311,0,0,0,9.63,1.93,0
20240917:0011,0,0,0,8.85,1.79,0
20240917:0111,0,0,0,7.86,1.59,0
20240917:0211,0,0,0,6.91,1.52,0
20240917:0311,0,0,0,6.31,1.38,0
20240917:0411,0,0,0,5.98,1.31,0
20240917:0511,0,0,0,5.72,1.24,0
20240917:0611,0,0,0,5.53,1.17,0
20240917:0711,586.63,122.26,7.96,5.36,0.97,0
20240917:0811,1310.76,209.83,16.65,7.44,0.28,0
20240917:0911,2795.44,430.47,24.66,10.11,0.21,0
20240917:1011,4075.08,638.12,31.45,12.03,0.34,0
20240917:1111,4669.32,743.87,36.37,13.14,0.41,0
20240917:1211,4743.68,760.9,38.76,13.89,0.41,0
20240917:1311,5253.65,856.29,38.22,14.37,0.34,0
20240917:1411,5081,825.31,34.85,14.58,0.28,0
20240917:1511,4282.82,680.19,29.17,14.63,0.48,0
20240917:1611,3126.26,492.02,21.86,14.6,0.83,0
20240917:1711,1601.34,272.85,13.55,14.38,0.97,0
20240917:1811,135.51,40.96,4.73,13.97,0.76,0
20240917:1911,0,0,0,12.88,1.45,0
20240917:2011,0,0,0,11.74,1.52,0
20240917:2111,0,0,0,10.75,1.52,0
20240917:2211,0,0,0,10.01,1.45,0
20240917:2311,0,0,0,9.32,1.31,0
20240918:0011,0,0,0,9.48,1.03,0
20240918:0111,0,0,0,10.04,0.76,0
20240918:0211,0,0,0,10.12,0.55,0
20240918:0311,0,0,0,9.67,0.69,0
20240918:0411,0,0,0,8.69,1.03,0
20240918:0511,0,0,0,8.26,1.24,0
20240918:0611,0,0,0,7.94,1.38,0
20240918:0711,194.91,43.6,7.7,7.93,1.59,0
20240918:0811,444,82,16.38,10.29,1.03,0
20240918:0911,489.54,89.87,24.37,13.27,1.03,0
20240918:1011,706.23,122.98,31.13,14.67,1.52,0
20240918:1111,944.7,158.92,36.02,15.68,2.21,0
20240918:1211,1057.95,175.95,38.38,15.81,2,0
20240918:1311,533.17,97.44,37.82,16.02,1.86,0
20240918:1411,545.61,99.33,34.45,16.08,2.07,0
20240918:1511,608.57,108.79,28.78,15.95,2.21,0
20240918:1611,662.19,116.78,21.49,15.95,2.55,0
20240918:1711,496.5,92.51,13.18,15.64,2.21,0
20240918:1811,0,5.68,4.36,15.02,1.93,0
20240918:1911,0,0,0,14,1.79,0
20240918:2011,0,0,0,13.48,1.52,0
20240918:2111,0,0,0,12.86,1.38,0
20240918:2211,0,0,0,12.11,1.17,0
20240918:2311,0,0,0,11.21,1.31,0
20240919:0011,0,0,0,10.77,1.31,0
20240919:0111,0,0,0,10.11,1.52,0
20240919:0211,0,0,0,9.98,1.52,0
20240919:0311,0,0,0,9.57,1.66,0
20240919:0411,0,0,0,9.12,1.72,0
20240919:0511,0,0,0,9.18,1.66,0
20240919:0611,0,0,0,9.13,1.72,0
20240919:0711,266.51,57.61,7.44,9.21,1.72,0
20240919:0811,779.96,132.82,16.11,11.22,1.38,0
20240919:0911,1532.2,243.09,24.08,13.32,1.59,0
20240919:1011,3392.85,524.3,30.81,14.52,1.79,0
20240919:1111,3172.83,490.96,35.66,15.71,2.55,0
20240919:1211,3552.2,550.67,38,16.16,2.76,0
20240919:1311,5353.84,843.36,37.43,16.37,2.9,0
20240919:1411,2991.38,462.76,34.05,16.29,3.03,0
20240919:1511,3911.53,605.48,28.39,16.03,2.69,0
20240919:1611,2309.71,362.66,21.11,15.87,2.21,0
20240919:1711,341.27,67.81,12.81,15.62,1.86,0
20240919:1811,0,3.78,4,14.97,1.59,0
20240919:1911,0,0,0,14.4,1.52,0
20240919:2011,0,0,0,13.95,1.24,0
20240919:2111,0,0,0,13.66,1.38,0
20240919:2211,0,0,0,13.43,1.66,0
20240919:2311,0,0,0,13.31,1.79,0
20240920:0011,0,0,0,13.12,1.86,0
20240920:0111,0,0,0,12.99,2,0
20240920:0211,0,0,0,12.8,2.07,0
20240920:0311,0,0,0,12.47,2.21,0
20240920:0411,0,0,0,12.56,2.21,0
20240920:0511,0,0,0,12.28,2.28,0
20240920:0611,0,0,0,12.11,2.28,0
20240920:0711,168.7,39.99,7.19,12.22,2.28,0
20240920:0811,669.32,117.07,15.84,13.09,2.07,0
20240920:0911,1097.63,180.11,23.79,14.49,2.55,0
20240920:1011,2381.7,368.81,30.49,15.62,3.38,0
20240920:1111,1932.8,304.02,35.31,16.22,3.52,0
20240920:1211,2186.63,342.93,37.61,16.73,3.24,0
20240920:1311,1784.46,283.77,37.03,16.89,3.03,0
20240920:1411,2424.95,378.86,33.65,17.15,3.03,0
20240920:1511,1234.17,202.31,28,17.1,2.83,0
20240920:1611,943.19,159.38,20.73,16.96,2.28,0
20240920:1711,247.66,52.97,12.44,16.63,1.72,0
20240920:1811,53.78,20.29,3.63,16,1.59,0
20240920:1911,0,0,0,15.4,1.72,0
20240920:2011,0,0,0,14.99,1.79,0
20240920:2111,0,0,0,14.26,1.93,0
20240920:2211,0,0,0,13.63,2.14,0
20240920:2311,0,0,0,13.3,2.28,0
20240921:0011,0,0,0,13.2,2.48,0
20240921:0111,0,0,0,12.76,2.62,0
20240921:0211,0,0,0,12.5,2.69,0
20240921:0311,0,0,0,12.22,2.83,0
20240921:0411,0,0,0,12.17,2.97,0
20240921:0511,0,0,0,12.56,3.1,0
20240921:0611,0,0,0,12.73,3.1,0
20240921:0711,162.76,39.15,6.93,13.16,3.31,0
20240921:0811,353.94,69.06,15.57,13.62,3.03,0
20240921:0911,1308.38,210.04,23.5,14.09,3.31,0
20240921:1011,721.12,124.87,30.17,14.87,3.86,0
20240921:1111,846.09,143.79,34.96,15.78,4.62,0
20240921:1211,1183.56,193.74,37.23,16.32,5.31,0
20240921:1311,690.54,121.09,36.63,16.6,4.76,0
20240921:1411,507.99,93.65,33.26,16.75,4.28,0
20240921:1511,714.38,124.87,27.61,16.96,4.48,0
20240921:1611,294.86,60.54,20.35,16.81,4.07,0
20240921:1711,108.98,29.33,12.07,16.42,4.28,0
20240921:1811,5.62,7.57,3.26,16.14,4.28,0
20240921:1911,0,0,0,16.4,4.21,0
20240921:2011,0,0,0,16.26,4.48,0
20240921:2111,0,0,0,15.99,4.83,0
20240921:2211,0,0,0,15.69,5.38,0
20240921:2311,0,0,0,15.42,5.52,0
20240922:0011,0,0,0,15.22,5.31,0
20240922:0111,0,0,0,15.24,4.9,0
20240922:0211,0,0,0,15.19,3.86,0
20240922:0311,0,0,0,15.1,2.55,0
20240922:0411,0,0,0,14.89,1.79,0
20240922:0511,0,0,0,14.56,1.66,0
20240922:0611,0,0,0,14.02,1.66,0
20240922:0711,337.71,75.42,6.67,13.25,1.52,0
20240922:0811,1176.2,194.47,15.3,13.45,1.59,0
20240922:0911,1775.19,279.67,23.2,14.43,1.86,0
20240922:1011,2645.83,408.68,29.85,15.38,2.76,0
20240922:1111,3194.29,494.78,34.6,16.07,2.55,0
20240922:1211,1728.7,275.92,36.85,16.82,2.48,0
20240922:1311,2973.17,462.84,36.23,17.17,2.83,0
20240922:1411,3125.79,485.42,32.86,17.1,2.83,0
20240922:1511,2659.93,413.85,27.22,17.25,2.97,0
20240922:1611,2738.82,429.72,19.97,16.9,2.83,0
20240922:1711,1147.53,201.54,11.7,16.35,2.55,0
20240922:1811,46.97,19.99,2.9,15.42,2.34,0
20240922:1911,0,0,0,14.21,2.28,0
20240922:2011,0,0,0,13.17,2.07,0
20240922:2111,0,0,0,12.38,2,0
20240922:2211,0,0,0,11.75,1.86,0
20240922:2311,0,0,0,10.99,1.79,0
20240923:0011,0,0,0,10.35,1.66,0
20240923:0111,0,0,0,9.86,1.66,0
20240923:0211,0,0,0,9.63,1.59,0
20240923:0311,0,0,0,9.1,1.66,0
20240923:0411,0,0,0,8.83,1.66,0
20240923:0511,0,0,0,8.59,1.72,0
20240923:0611,0,0,0,8.61,1.72,0
20240923:0711,383.41,84.85,6.41,8.98,1.93,0
20240923:0811,1372.54,222.04,15.03,10.81,1.52,0
20240923:0911,2577.56,396.65,22.91,12.96,1.93,0
20240923:1011,2813.98,430.01,29.52,13.8,3.1,0
20240923:1111,4332.48,665.57,34.24,14.2,3.03,0
20240923:1211,5579.96,872.97,36.47,14.75,3.03,0
20240923:1311,5894.14,924.6,35.83,15.19,3.38,0
20240923:1411,4149.76,635.62,32.46,15.19,3.79,0
20240923:1511,2372.04,365.6,26.83,15.04,3.79,0
20240923:1611,2859.2,442.73,19.59,14.9,3.59,0
20240923:1711,627.82,114.06,11.33,14.37,3.17,0
20240923:1811,18.3,11.86,2.53,13.62,2.76,0
20240923:1911,0,0,0,12.44,2.41,0
20240923:2011,0,0,0,11.68,2,0
20240923:2111,0,0,0,11.05,1.79,0
20240923:2211,0,0,0,10.48,1.79,0
20240923:2311,0,0,0,9.99,1.93,0
20240924:0011,0,0,0,10.08,2,0
20240924:0111,0,0,0,10.08,2.14,0
20240924:0211,0,0,0,9.84,2.21,0
20240924:0311,0,0,0,9.37,2.28,0
20240924:0411,0,0,0,9.48,2.21,0
20240924:0511,0,0,0,9.64,2.21,0
20240924:0611,0,0,0,9.68,2.28,0
20240924:0711,214.24,49.58,6.14,9.5,2.21,0
20240924:0811,837.62,141.12,14.75,10.47,2,0
20240924:0911,2677.2,408.85,22.61,11.95,2.28,0
20240924:1011,4211.3,636.94,29.2,12.73,3.79,0
20240924:1111,2211.82,340.02,33.89,13.41,4.07,0
20240924:1211,3323.31,505.8,36.08,14.19,4.14,0
20240924:1311,954.04,158.92,35.44,14.37,3.93,0
20240924:1411,1664.63,262.1,32.06,14.65,4.34,0
20240924:1511,1364.85,218.72,26.44,14.96,4.14,0
20240924:1611,1075.62,176.99,19.21,14.86,3.79,0
20240924:1711,1143.57,200.05,10.95,14.33,3.38,0
20240924:1811,20.2,11.35,2.16,13.53,3.17,0
20240924:1911,0,0,0,12.47,3.1,0
20240924:2011,0,0,0,12.06,2.62,0
20240924:2111,0,0,0,11.46,2.14,0
20240924:2211,0,0,0,11.01,2,0
20240924:2311,0,0,0,10.66,1.79,0
20240925:0011,0,0,0,10.1,1.45,0
20240925:0111,0,0,0,9.58,1.38,0
20240925:0211,0,0,0,8.87,1.52,0
20240925:0311,0,0,0,8.43,1.59,0
20240925:0411,0,0,0,8.37,1.66,0
20240925:0511,0,0,0,8.29,1.79,0
20240925:0611,0,0,0,8.33,1.79,0
20240925:0711,153.49,37.76,5.88,9.43,1.66,0
20240925:0811,757.79,129.55,14.48,10.78,1.59,0
20240925:0911,1006.63,165.57,22.32,12.43,1.86,0
20240925:1011,1481.2,234.97,28.87,13.59,2.9,0
20240925:1111,2816.43,431.61,33.53,14.47,3.38,0
20240925:1211,1424.41,228.19,35.7,14.99,3.79,0
20240925:1311,1188.95,193.67,35.04,15.05,4.41,0
20240925:1411,985.33,163.52,31.66,14.57,4.28,0
20240925:1511,838.17,141.64,26.05,14.3,4.55,0
20240925:1611,784,133.64,18.83,14.23,4.76,0
20240925:1711,148.26,35.95,10.58,14.09,4.34,0
20240925:1811,1.9,6.34,1.79,13.88,4.76,0
20240925:1911,0,0,0,14.15,5.38,0
20240925:2011,0,0,0,14.59,5.66,0
20240925:2111,0,0,0,14.94,6.07,0
20240925:2211,0,0,0,15.21,6.34,0
20240925:2311,0,0,0,14.99,6.34,0
20240926:0011,0,0,0,14.34,6.07,0
20240926:0111,0,0,0,13.72,5.86,0
20240926:0211,0,0,0,13.11,5.79,0
20240926:0311,0,0,0,12.6,5.72,0
20240926:0411,0,0,0,12.29,5.66,0
20240926:0511,0,0,0,11.81,5.31,0
20240926:0611,0,0,0,11.74,5.03,0
20240926:0711,157.61,39.88,5.62,11.82,4.55,0
20240926:0811,1573.78,252.49,14.2,11.92,4.34,0
20240926:0911,760.56,129.31,22.02,12.54,4.07,0
20240926:1011,1457.91,229.74,28.55,13.29,6.41,0
20240926:1111,1716.34,267.35,33.17,13.74,6.69,0
20240926:1211,1654.17,259.13,35.31,14.04,6.55,0
20240926:1311,1999.72,308.63,34.64,14.14,6.55,0
20240926:1411,1127.25,183.21,31.26,13.9,6.21,0
20240926:1511,1493.16,235.26,25.66,13.79,5.79,0
20240926:1611,852.51,143.23,18.45,13.6,5.38,0
